ds,yhat,yhat_lower,yhat_upper
2025-09-14,4.453146966438357,3.6461512465003003,5.306667171561508
2025-09-21,4.4337085043391395,3.550082229516598,5.282743842352444
2025-09-28,4.414270042239921,3.563209663085436,5.273506580947759
2025-10-05,4.3948315801407025,3.5478530559723374,5.234837466467411
2025-10-12,4.375393118041484,3.5648690974267696,5.239208573783954
2025-10-19,4.355954655942266,3.5520416622481603,5.203954020341349
2025-10-26,4.336516193843048,3.427118164627084,5.157793803161074
2025-11-02,4.31707773174383,3.478101362796958,5.104246940695613
2025-11-09,4.297639269644612,3.449408790703329,5.181324807104841
2025-11-16,4.278200807545392,3.3688801117121,5.123721007790144
2025-11-23,4.258762345446175,3.389646180721568,5.040910244978967
2025-11-30,4.239323883346957,3.3605452414212116,5.04442593297053
