ds,yhat,yhat_lower,yhat_upper
2024-01-14,3.6334451445704508,3.432617946540296,3.8279632824462193
2024-01-21,3.634504169623335,3.444132702699096,3.814046071803588
2024-01-28,3.635563194676219,3.4367591718265476,3.8403165915722033
2024-02-04,3.636622219729104,3.4371115156526204,3.826447513879632
2024-02-11,3.6376812442687165,3.44260212112421,3.8260065475712057
2024-02-18,3.638740268808329,3.450678823196338,3.8206720406214645
2024-02-25,3.6397992933479415,3.4543163533605243,3.8184122249006065
2024-03-03,3.640858318967868,3.450807871323436,3.8152779641195993
2024-03-10,3.6419173445877946,3.442904396898782,3.827549787922802
2024-03-17,3.6429763702077214,3.4427427037601595,3.83054480160152
2024-03-24,3.644035395297618,3.4677962799490767,3.834909432457881
2024-03-31,3.645094420387515,3.4567694780541016,3.833901540541307
2024-04-07,3.6461534454774114,3.4729787572923434,3.8409477481000986
2024-04-14,3.647212470567308,3.4561059484675183,3.841143941635407
2024-04-21,3.64827180663681,3.471218373660863,3.840374615741043
2024-04-28,3.6493311427063126,3.4483112158449574,3.841959942091757
2024-05-05,3.650390478775815,3.4563081426925257,3.835639656175674
2024-05-12,3.6514609144884855,3.450602849370335,3.8379321973595006
2024-05-19,3.6525313502011567,3.4578476355273016,3.8435034739170986
2024-05-26,3.6536017859138274,3.466919323886535,3.8433774697743828
2024-06-02,3.6559281657478984,3.4595694219562514,3.833045827082061
2024-06-09,3.6582545455819684,3.468147874659211,3.8500429590561507
2024-06-16,3.660580925416039,3.486281603553934,3.84777211375884
2024-06-23,3.6640832937923844,3.4860236993814193,3.8504700043244
2024-06-30,3.66758566216873,3.4798871945874263,3.861401908338563
2024-07-07,3.671088030545076,3.4857096756170463,3.849780290295648
2024-07-14,3.6746096340524717,3.483196931711722,3.85846713972452
2024-07-21,3.678131237559867,3.4818876582634166,3.864061362357064
2024-07-28,3.6816528410672626,3.487447533814955,3.881290544061582
2024-08-04,3.6851744439679797,3.501208207185129,3.864796374522937
2024-08-11,3.6886960468686967,3.489708773496074,3.8839077563818245
2024-08-18,3.6922176497694132,3.500392331662189,3.8758005125667636
2024-08-25,3.6957392526701303,3.5313693900268883,3.8844348832594093
2024-09-01,3.6992592534167343,3.5216470511930353,3.906150043996447
2024-09-08,3.702779254163339,3.523259714439676,3.8942487170442575
2024-09-15,3.706299254909943,3.519179561592407,3.901877702107452
2024-09-22,3.703517387543466,3.5245142155063016,3.8951760648543123
2024-09-29,3.700735520176989,3.5093180363731835,3.8977314107488765
2024-10-06,3.697953652810512,3.4917486192933485,3.8820205106338914
2024-10-13,3.695171779307634,3.514333478829134,3.8990686705588553
2024-10-20,3.692389905804757,3.492981188734931,3.8688320722248513
2024-10-27,3.689608032301879,3.5036514586866763,3.86443247799709
2024-11-03,3.6868261609870476,3.496377330034858,3.87159190578435
2024-11-10,3.684044289672216,3.5021519337081615,3.867587229134726
2024-11-17,3.681262418357385,3.4885677453413337,3.8730695746536026
2024-11-24,3.6833201073532846,3.4860735193042234,3.8698725646857457
2024-12-01,3.6853777963491847,3.506480693478422,3.870799215376621
2024-12-08,3.6874354853450844,3.4962573410365634,3.8799738365559016
2024-12-15,3.7080677989521185,3.5318121146846666,3.9000557307063373
2024-12-22,3.728700112559153,3.5373510026961528,3.903073858194832
2024-12-29,3.749332426166187,3.5574721155859397,3.9516165834649537
2025-01-05,3.769964739773222,3.5885731999312567,3.9742418021851433
2025-01-12,3.8010494874199448,3.6298313980064316,4.005102607933891
2025-01-19,3.832134235066666,3.6553188351523067,4.03251534781191
2025-01-26,3.8632189827133887,3.66816349860991,4.056096467156639
2025-02-02,3.8943552481891763,3.7052063622393283,4.092997472405723
2025-02-09,3.9254915136649626,3.7331007828413223,4.111625780881849
2025-02-16,3.95662777914075,3.754453389074122,4.135472567858916
2025-02-23,3.9877640453867547,3.8042570610360134,4.169388910675508
2025-03-02,4.018900311632759,3.8373792359515027,4.197824173691382
2025-03-09,4.050036577878764,3.8716707326061806,4.248410942068338
2025-03-16,4.05561158397584,3.8693483388809478,4.24670811786712
2025-03-23,4.061186590072916,3.8685227030590634,4.242967083693424
2025-03-30,4.066761596169991,3.8700471436778288,4.255043506029711
2025-04-06,4.048077597863593,3.8491672952636917,4.244415939885959
2025-04-13,4.029393599557195,3.8388758480701815,4.226789522846151
2025-04-20,4.010709601250797,3.832982872440331,4.2011542968528435
2025-04-27,3.9920256047678913,3.81464057823341,4.181695961422885
2025-05-04,3.973341608284986,3.797972607917074,4.17419584021688
2025-05-11,3.9546576118020798,3.7667037376843764,4.14347023457135
2025-05-18,3.935973615319174,3.74659733773982,4.1232157824519575
2025-05-25,3.9281122200402803,3.734218581652429,4.119294761850797
2025-06-01,3.9202508247613865,3.731855671093673,4.102421053791354
2025-06-08,3.912389429482493,3.7165827748900653,4.101032480413368
2025-06-15,3.904528032676689,3.713440880593905,4.106991018915597
2025-06-22,3.896666635870886,3.705211292587175,4.090808864014593
2025-06-29,3.8888052390650825,3.691780423493285,4.077080111468
2025-07-06,3.880931165740095,3.675859515296645,4.051681929471018
2025-07-13,3.873057092415108,3.674956209662274,4.0596375017463195
2025-07-20,3.865183019090121,3.6862182578051415,4.040744381134871
2025-07-27,3.8723573615794478,3.677434427842466,4.055414000574152
2025-08-03,3.8795317040687745,3.6881567284170473,4.056378304747448
