ds,yhat,yhat_lower,yhat_upper
2024-01-14,24.50506448404193,19.316277597757846,29.30098217883708
2024-01-21,24.578238619164253,19.62247484335735,30.052765597607603
2024-01-28,24.65141275428657,20.076225659047793,29.87383180709513
2024-02-04,24.724586889408897,19.373862552592097,30.25675426809233
2024-02-11,24.797761036199212,19.710360816634402,29.937465248411048
2024-02-18,24.87093518298953,20.17038305341197,29.85212625921932
2024-02-25,24.94410932977985,19.851074851006146,30.02812856751859
2024-03-03,25.017283483197314,19.943661522022182,30.22911227224304
2024-03-10,25.090457636614783,20.043054272913025,30.34149940493156
2024-03-17,25.163631790032248,20.180958913432786,30.276295544597605
2024-03-24,25.236805953597045,20.186130322971966,30.59163965452745
2024-03-31,25.30998011716184,20.428310361768663,30.277325090875784
2024-04-07,25.383154280726632,20.39065043614574,30.79833075445907
2024-04-14,25.456328444291426,20.30246279240499,30.332962600074634
2024-04-21,25.529513140875512,20.414893476217056,30.26692825877593
2024-04-28,25.602697837459594,20.548240452591887,30.730690571638778
2024-05-05,25.67588253404368,20.843807625911264,30.81046234289618
2024-05-12,25.749071765672255,20.60746266221382,30.81778836442308
2024-05-19,25.82226099730083,20.889905559098935,30.723539024484076
2024-05-26,25.895450228929402,20.656288204443513,30.958073605896715
2024-06-02,25.968639606296634,21.07822057237581,31.027444089866364
2024-06-09,26.04182898366387,20.839394797334997,30.853202717125114
2024-06-16,26.115018361031108,21.150622716871965,31.00601471691626
2024-06-23,26.188207739038628,21.707521572895,31.296921936218343
2024-06-30,26.261397117046144,21.526639705206936,31.460824684848788
2024-07-07,26.334586495053664,21.304251975000092,31.025463429668864
2024-07-14,26.40777587550018,21.89241181204585,31.345738799538942
2024-07-21,26.4809652559467,21.630212684293618,31.239132627133376
2024-07-28,26.554154636393214,21.014602993987463,31.692035722055348
2024-08-04,26.62734401468212,21.70149289267468,31.056001041218707
2024-08-11,26.700533392971025,21.607083342376335,31.497245163327324
2024-08-18,26.773722771259933,21.28075840744146,31.756592352694497
2024-08-25,26.846912149548842,21.713845119957533,32.09650941615934
2024-09-01,26.825536492333846,21.748810003304637,31.987507933214427
2024-09-08,26.804160835118854,21.58958545323985,31.926583154209542
2024-09-15,26.782785177903857,21.96183202794833,32.03892462637391
2024-09-22,26.59435821534176,21.486520598084393,31.276717013979827
2024-09-29,26.405931252779666,21.162572875462104,31.29581770457169
2024-10-06,26.21750429021757,21.490762340795623,31.286729101586314
2024-10-13,25.880416883107408,20.81150602622229,30.322286911978164
2024-10-20,25.54332947599725,20.504368265109704,30.611415627050096
2024-10-27,25.206242068887093,19.841460102195523,30.17999506177873
