ds,yhat,yhat_lower,yhat_upper
2024-01-14,3.609198987709731,2.976201730395921,4.260186224926266
2024-01-21,3.611753286550919,2.936452592239507,4.271247011861946
2024-01-28,3.6143075853921065,2.926582707147429,4.278090487255349
2024-02-04,3.6168618842332947,2.9360305979989696,4.24500028518524
2024-02-11,3.6194161815765677,2.929786023232723,4.323165141820513
2024-02-18,3.6219704789198413,2.9687728724785534,4.2872608246578245
2024-02-25,3.6245247762631143,2.9513611443986525,4.246184331315237
2024-03-03,3.62707907471684,2.9653742049849154,4.275601985175463
2024-03-10,3.6296333731705666,2.9905490204785647,4.2822271368246945
2024-03-17,3.6321876716242922,3.022790619105721,4.28495503406236
2024-03-24,3.63474197028077,2.981639291006802,4.337804563494679
2024-03-31,3.6372962689372472,2.9615959082058283,4.299556603203286
2024-04-07,3.639850567593724,2.9868884199777734,4.311066498126721
2024-04-14,3.6424048662502013,2.9281118829822943,4.33497594918078
2024-04-21,3.6449591658515823,2.977227393620683,4.343609964564959
2024-04-28,3.647513465452964,2.9742869573915782,4.3267524065579686
2024-05-05,3.6500677650543456,3.006087884431427,4.308452195682593
2024-05-12,3.652622064282837,3.027874314093223,4.284514469339219
2024-05-19,3.6551763635113277,2.99151045894587,4.351281588512514
2024-05-26,3.6577306627398185,2.9892987640702975,4.294542633158284
2024-06-02,3.6602849627916987,2.9560546231310205,4.3191768633781615
2024-06-09,3.6628392628435784,2.986087476356142,4.317374468729457
2024-06-16,3.6653935628954586,2.9702296259038006,4.325906847492121
2024-06-23,3.6679478628322,3.020404589378125,4.330727581372481
2024-06-30,3.6705021627689414,2.9761908097050984,4.317660649056409
2024-07-07,3.673056462705683,3.0157918143200706,4.359021909096406
2024-07-14,3.6756107642053477,3.0008500862800984,4.35039078000254
2024-07-21,3.678165065705013,3.0314104537454325,4.3678944133580675
2024-07-28,3.680719367204677,3.0521359725509813,4.347530284535315
2024-08-04,3.683273668523515,3.0138674172651814,4.350262558213988
2024-08-11,3.685827969842352,3.0118348762743397,4.325370832143631
2024-08-18,3.6883822711611898,3.0529997070356782,4.3441875306451445
2024-08-25,3.690936572480027,3.0565155985376147,4.402813534110028
2024-09-01,3.6934908734292766,3.0298723391237625,4.33945072502483
2024-09-08,3.6960451743785256,3.0371206466871277,4.33752474153191
2024-09-15,3.698599475327775,3.035546822781169,4.356685590700899
2024-09-22,3.7011537771745404,3.0708114216778437,4.367684403923171
2024-09-29,3.7037080790213057,3.0553335237100883,4.353196726423276
2024-10-06,3.706262380868071,3.057992225525734,4.300058015901258
2024-10-13,3.7088166984348954,3.032217920909549,4.322015328014647
2024-10-20,3.71137101600172,3.0178359209300765,4.333641819462864
2024-10-27,3.7139253335685436,2.982820260258358,4.375726299547008
2024-11-03,3.7215652321057706,3.0424429214595072,4.371543267258965
2024-11-10,3.7292051306429967,3.0658393591917164,4.377944417110502
2024-11-17,3.7368450291802233,3.0584369632648456,4.424850121745665
2024-11-24,3.753720309435761,3.09764484988313,4.394686330149401
2024-12-01,3.7705955896912986,3.1004320762056383,4.46377148863963
2024-12-08,3.787470869946836,3.13432562224619,4.431811211068061
2024-12-15,3.8127400906328215,3.1951584457626296,4.505266608660159
2024-12-22,3.838009311318807,3.149983846649416,4.4869829301030295
2024-12-29,3.863278532004793,3.1862847431569765,4.551350810465252
2025-01-05,3.888547752690779,3.1881549385384207,4.503430061226719
2025-01-12,3.913816977225839,3.247501983140399,4.593745411932503
2025-01-19,3.9390862017608996,3.322512035473081,4.58413598282958
2025-01-26,3.96435542629596,3.289805705726316,4.622562515343257
2025-02-02,3.9896246507638327,3.331623422476248,4.663282904997263
2025-02-09,4.0148938752317065,3.330543543564798,4.6972174987358555
2025-02-16,4.040163099699579,3.418821134738453,4.689991074284791
2025-02-23,4.065432350972572,3.4164701202237713,4.729318060941213
2025-03-02,4.0907016022455664,3.458986396848368,4.785711046053179
2025-03-09,4.115970853518559,3.4772587594142874,4.794307887059143
2025-03-16,4.141240107240905,3.5089714084538888,4.762488996265398
2025-03-23,4.166509360963249,3.5506540521980665,4.802643039281319
2025-03-30,4.191778614685593,3.532048950899021,4.848352523292633
2025-04-06,4.217047868141034,3.5414119298514626,4.864758678208855
2025-04-13,4.242317121596473,3.5469604077324393,4.847138595372343
2025-04-20,4.267586375051914,3.6121548870092637,4.918088731573458
2025-04-27,4.292855601778561,3.612189708677309,5.004212121966433
2025-05-04,4.3181248285052085,3.6652595103042884,4.99581995233334
2025-05-11,4.3433940552318555,3.665675524662089,4.968827442157656
2025-05-18,4.3686632819585025,3.6880711292622923,5.034853546285832
2025-05-25,4.3560759935497915,3.664615283483523,4.997372278568303
2025-06-01,4.34348870514108,3.7338997259140787,5.057590134795323
2025-06-08,4.330901416732369,3.709478911832704,5.011547020423875
2025-06-15,4.318314128267275,3.6332559218051146,4.988279163160822
2025-06-22,4.305726839802181,3.684357861252561,4.998939231817961
2025-06-29,4.293139551337087,3.6574988483506985,4.921713926284064
2025-07-06,4.280552263554145,3.6236272680615405,4.922329894474501
2025-07-13,4.2679649757712035,3.6063805547570085,4.937310923028151
2025-07-20,4.255377687988261,3.5696272235169557,4.918063929715118
2025-07-27,4.247919233660176,3.548419757871352,4.929051694308081
2025-08-03,4.24046077933209,3.6018528422670966,4.843178485180375
2025-08-10,4.233002325004005,3.589335248742294,4.887694547806462
